LoserId,SurvivorId,Reason
54880,70056,"Compound buyer 'BC Housing/ SUCCESS Affordable Housing Society' -> primary S.U.C.C.E.S.S. Affordable Housing Society"
55023,53989,"Compound buyer 'Tsawwassen First Nation + Aquilini Development' -> primary Tsawwassen First Nation"
55024,53989,"Compound buyer 'Tsawwassen First Nation + Central Walk' -> primary Tsawwassen First Nation"
55043,69363,"Compound buyer 'Wei Wai Kum First Nation + Northwest Properties' -> primary Wei Wai Kum First Nation"
55045,55044,"Compound buyer 'Williams Lake First Nation + Knucwentwecw Society' -> primary Williams Lake First Nation"
68791,476,"Compound buyer 'Alberta Health Services / Alberta Infrastructure' -> primary Alberta Health Services"
68793,612,"Compound buyer 'Calgary Public Library / CMLC' -> primary Calgary Public Library"
68795,53119,"Compound buyer 'City of Calgary / Calgary Municipal Land Corporation' -> primary City of Calgary"
68816,703,"Compound buyer 'City of Edmonton / Edmonton Public Library' -> primary Edmonton Public Library"
69004,54979,"Compound buyer 'Island Health / Provincial Health Services Authority (PHSA)' -> primary Island Health"
69005,54979,"Compound buyer 'Island Health / Nanaimo Regional Hospital District' -> primary Island Health"
69006,54977,"Compound buyer 'Interior Health / BC Cancer' -> primary Interior Health"
69010,902,"Compound buyer 'BC Housing / City of Nanaimo' -> primary City of Nanaimo"
69011,69357,"Compound buyer 'City of Nanaimo / Snuneymuxw First Nation' -> primary Snuneymuxw First Nation"
69030,54977,"Compound buyer 'Interior Health / Infrastructure BC' -> primary Interior Health"
69031,54977,"Compound buyer 'Interior Health / BC Ministry of Health' -> primary Interior Health"
69181,18863,"Compound buyer 'BC Housing / District of Saanich' -> primary District of Saanich"
69182,69357,"Compound buyer 'BC Housing / Snuneymuxw First Nation' -> primary Snuneymuxw First Nation"
69183,54979,"Compound buyer 'BC Housing / Island Health' -> primary Island Health"
69184,54977,"Compound buyer 'BC Housing / City of Kelowna / Interior Health' -> primary Interior Health"
69271,399,"Compound buyer 'Brenhill Developments Ltd. / City of Vancouver' -> primary City of Vancouver"
69296,69609,"Compound buyer 'Calgary Municipal Land Corporation / City of Calgary' -> primary Calgary Municipal Land Corporation"
69317,69443,"Compound buyer 'Happy Harvest Inc. / Tomo Spaces / Golden Properties' -> primary Happy Harvest Inc."
69331,69431,"Compound buyer 'More Than a Roof Housing Society / BC Housing' -> primary More Than a Roof Housing Society"
69356,69357,"Compound buyer 'Petroglyph Development Group / Snuneymuxw First Nation' -> primary Snuneymuxw First Nation"
69370,69369,"Compound buyer 'Mount Paul Apartments Kamloops 2024 Ltd. / Tk'emlúps te Secwépemc' -> primary Tk'emlúps te Secwépemc"
69371,69369,"Compound buyer 'Scwén̓wen Economic Development Corporation / Tk'emlúps te Secwépemc' -> primary Tk'emlúps te Secwépemc"
69381,71268,"Compound buyer 'Takaya Developments Ltd. / Tsleil-Waututh Nation' -> primary Tsleil-Waututh Nation"
69572,18917,"Compound buyer 'Providence Health Care / Vancouver Coastal Health' -> primary Vancouver Coastal Health"
69576,54979,"Compound buyer 'Island Health / Infrastructure BC' -> primary Island Health"
69579,771,"Compound buyer 'Simon Fraser University / City of Surrey' -> primary Simon Fraser University"
69586,691,"Compound buyer 'City of Burnaby / Grosvenor Americas' -> primary City of Burnaby"
69587,771,"Compound buyer 'Simon Fraser University / Province of BC' -> primary Simon Fraser University"
69590,18919,"Compound buyer 'Vancouver Community College / Province of BC' -> primary Vancouver Community College"
69599,54979,"Compound buyer 'Island Health / BC Cancer' -> primary Island Health"
69610,53119,"Compound buyer 'City of Calgary / Province of Alberta' -> primary City of Calgary"
69793,439,"Compound buyer 'Township of Langley / Ventana' -> primary Township of Langley"
69794,18826,"Compound buyer 'City of Chilliwack / Hockey Capital Corporation' -> primary City of Chilliwack"
69983,54979,"Compound buyer 'Island Health / Province of BC' -> primary Island Health"
69995,69999,"Compound buyer 'M'akola Housing Society / City of Langford / BC Housing' -> primary M'akola Housing Society"
70006,874,"Compound buyer 'Thompson-Nicola Regional District (TNRD) / City of Kamloops' -> primary City of Kamloops"
70010,54977,"Compound buyer 'Interior Health / Kootenay East Regional Hospital District' -> primary Interior Health"
70011,54977,"Compound buyer 'Interior Health / West Kootenay Boundary Regional Hospital District' -> primary Interior Health"
70014,18828,"Compound buyer 'City of Cranbrook / Saltair Childcare Society' -> primary City of Cranbrook"
70032,69098,"Compound buyer 'Alberni-Clayoquot Regional District / City of Port Alberni' -> primary City of Port Alberni"
70034,326,"Compound buyer 'City of Courtenay / Town of Comox / Village of Cumberland / K'ómoks First Nation (joint)' -> primary City of Courtenay"
70054,18869,"Compound buyer 'Kwantlen Polytechnic University / Métis Nation British Columbia' -> primary Kwantlen Polytechnic University"
70058,772,"Compound buyer 'BC Housing / City of Abbotsford' -> primary City of Abbotsford"
70065,54211,"Compound buyer 'City of Langford / City of Colwood / Town of View Royal (CRD financing)' -> primary City of Langford"
70068,771,"Compound buyer 'SFU ChildCare Society / Simon Fraser University' -> primary Simon Fraser University"
70252,69085,"Compound buyer 'City of Colwood (on behalf of West Shore municipalities) / RCMP E Division' -> primary City of Colwood"
70258,880,"Compound buyer 'Fraser Health Authority / Lower Mainland Facilities Management (LMFM)' -> primary Fraser Health Authority"
70306,880,"Compound buyer 'Fraser Health Authority / LMFM (on behalf of FHA; PHSA; VCH)' -> primary Fraser Health Authority"
70340,70016,"Compound buyer 'Parkdale Place Housing Society / BC Housing' -> primary Parkdale Place Housing Society"
70344,69999,"Compound buyer 'M'akola Housing Society / BC Housing' -> primary M'akola Housing Society"
70345,70040,"Compound buyer 'Gorge View Society / BC Housing' -> primary Gorge View Society"
70346,54826,"Compound buyer 'Luther Court Society / BC Housing' -> primary Luther Court Society"
70347,69998,"Compound buyer 'Woodgrove Senior Citizens Housing Society / BC Housing' -> primary Woodgrove Senior Citizens Housing Society"
70484,399,"Compound buyer 'City of Vancouver / TransLink' -> primary City of Vancouver"
70545,69999,"Compound buyer 'BC Housing / M'akola Housing Society' -> primary M'akola Housing Society"
70558,53802,"Compound buyer 'Okanagan College / KF Aerospace / BPL Legacy Association' -> primary Okanagan College"
70561,69988,"Compound buyer 'Municipality of North Cowichan / City of Duncan / BC RCMP' -> primary Municipality of North Cowichan"
70572,18832,"Compound buyer 'City of Penticton / YMCA of Southern Interior' -> primary City of Penticton"
70579,54979,"Compound buyer 'Island Health / BC Ministry of Health' -> primary Island Health"
70586,54372,"Compound buyer 'Royal Roads University / UVic / Camosun College / JIBC' -> primary Royal Roads University"
70699,69433,"Compound buyer 'National Society of Hope / BC Housing' -> primary National Society of Hope"
70704,54977,"Compound buyer 'Interior Health / Central Okanagan Regional Hospital District' -> primary Interior Health"
70726,69988,"Compound buyer 'Municipality of North Cowichan / BC Housing' -> primary Municipality of North Cowichan"
70939,880,"Compound buyer 'Fraser Health Authority / PHSA / BC Cancer' -> primary Fraser Health Authority"
70949,771,"Compound buyer 'Simon Fraser University / SFU Community Trust' -> primary Simon Fraser University"
70951,69680,"Compound buyer 'BC Ministry of Transportation & Infrastructure / TransLink' -> primary Translink"
70981,691,"Compound buyer 'City of Burnaby / RCMP' -> primary City of Burnaby"
70988,399,"Compound buyer 'Grosvenor Americas / City of Vancouver' -> primary City of Vancouver"
71033,441,"Compound buyer 'BC Housing / City of Mission' -> primary City of Mission"
71064,71066,"Compound buyer 'Benchmark / MDM Construction' -> primary Benchmark"
71079,54007,"Compound buyer 'Grant Connell Tennis / North Vancouver' -> primary City of North Vancouver"
71117,69680,"Compound buyer 'BC Ministry of Transportation / TransLink' -> primary Translink"
71118,69680,"Compound buyer 'TransLink / InTransitBC' -> primary Translink"
71124,275,"Compound buyer 'City of Edmonton / Fort Edmonton Management Company' -> primary Fort Edmonton Management Company"
71136,476,"Compound buyer 'Alberta Infrastructure / CapitalCare (Alberta Health Services)' -> primary Alberta Health Services"
71215,71201,"Compound buyer 'K&H Developments / Eagle Builders LP' -> primary K&H Developments"
71326,399,"Compound buyer 'BC Housing / City of Vancouver' -> primary City of Vancouver"
71328,69999,"Compound buyer 'M'akola Housing Society / CRD' -> primary M'akola Housing Society"
