LoserId,SurvivorId,Reason
69898,69094,"JV 'Merrick Architecture; DIALOG; David Yrun Simpson Architects (Bayview Promontory phase)' -> lead Merrick Architecture"
69900,69123,"JV 'DYS Architecture (Park George towers); IBI Group / Arcadis (Park Avenue/Piano towers)' -> lead DYS Architecture"
69905,38975,"JV 'ZGF Architects with HDR | CEI Architecture Associates' -> lead ZGF Architects"
69906,69721,"JV 'Engage Architecture (Phase A1 Bosa towers); HCMA Architecture + Design (rezoning); Perkins+Will (original phases)' -> lead Engage Architecture"
69918,69095,"JV 'Formline Architecture + Urbanism and KPMB Architects (selected September 2025; replaced Herzog & de Meuron + Perkins&Will)' -> lead Formline Architecture + Urbanism"
69919,38959,"JV 'ACDF Architecture + Architecture49 (formerly Arcop) + IBI Group' -> lead ACDF Architecture"
69933,69589,"JV 'Musson Cattell Mackey Partnership / Arthur Erickson / DYS Architecture' -> lead Musson Cattell Mackey Partnership"
69959,55056,"JV 'Hariri Pontarini Architects / DIALOG' -> lead Hariri Pontarini Architects"
69965,69121,"JV 'Urban Arts Architecture / Diamond Schmitt Architects' -> lead Urban Arts Architecture"
70027,69760,"JV 'Michael Green Architecture / Lubor Trubka Associates Architects' -> lead Michael Green Architecture"
70052,85,"JV 'DA Architects + Planners / Safdie Architects' -> lead DA Architects + Planners"
70059,71330,"JV 'Ron Hart Architecture / Raven Architecture' -> lead Ron Hart Architecture"
70077,69781,"JV 'Ryder Architecture (Vancouver) + 3XN/GXN (Copenhagen/New York)' -> lead Ryder Architecture"
70079,69781,"JV 'Ryder Architecture (architect of record; Vancouver) + 3XN GXN (design architect; Copenhagen/New York) — same team carries into building phase' -> lead Ryder Architecture"
70081,69121,"JV 'Urban Arts Architecture + Diamond Schmitt Architects (master plan team; no building-phase architect yet selected via formal procurement)' -> lead Urban Arts Architecture"
70089,68972,"JV 'Parkin Architects + Kasian Architects JV' -> lead Parkin Architects"
70090,8799,"JV 'hcma + Kieran Timberlake' -> lead hcma architecture + design"
70127,69781,"JV 'Ryder Architecture + 3XN' -> lead Ryder Architecture"
70129,69781,"JV 'Ryder Architecture + 3XN GXN' -> lead Ryder Architecture"
70163,68977,"JV 'studioHuB architects + MQN Architects' -> lead studioHuB Architects"
70538,54753,"JV 'Diamond Schmitt Architects (lead) + Stantec Architecture' -> lead Diamond Schmitt Architects"
70542,69767,"JV 'Teeple Architects / Sahuri + Partners Architecture' -> lead Teeple Architects"
70577,68972,"JV 'Parkin Architects / Kasian Architecture Interior Design and Planning (JV)' -> lead Parkin Architects"
70580,68972,"JV 'Parkin Architects / ZGF Architects (Nuts'a'maat Alliance)' -> lead Parkin Architects"
70797,68969,"JV 'Checkwitch Poiron Architects Inc. (in association with Office of McFarlane Biggar Architects)' -> lead Checkwitch Poiron Architects"
70802,69094,"JV 'Merrick Architecture / DIALOG / David Yrun Simpson Architects (joint venture)' -> lead Merrick Architecture"
70810,54753,"JV 'Diamond Schmitt Architects / David Nairne + Associates Ltd.' -> lead Diamond Schmitt Architects"
70817,54753,"JV 'Diamond Schmitt Architects / Stantec' -> lead Diamond Schmitt Architects"
70890,69164,"JV 'SHAPE Architecture (in association with Montgomery Sisam Architects)' -> lead SHAPE Architecture"
70894,70715,"JV 'Carscadden Stokes McDonald Architects Inc. / Wensley Architects' -> lead Carscadden Stokes McDonald Architects"
70900,29895,"JV 'Henriquez Partners Architects / OSO Architecture' -> lead Henriquez Partners Architects"
70901,69123,"JV 'DYS Architecture / Rafii Architects Inc.' -> lead DYS Architecture"
70922,54190,"JV 'GBL Architects / IBI Group Architects' -> lead GBL Architects"
70928,54233,"JV 'Büro Ole Scheeren (design architect); Francl Architecture (executive architect)' -> lead Büro Ole Scheeren Architect"
70933,68631,"JV 'Gensler (design); Arcadis IBI Group (local execution)' -> lead Gensler"
70940,38975,"JV 'ZGF Architects (JV with Parkin Architects)' -> lead ZGF Architects"
70952,69646,"JV 'Francl Architecture + Perkins+Will (with AECOM)' -> lead Francl Architecture"
70964,68972,"JV 'Parkin Architects Western Ltd. / HDR / Arcadis IBI Group' -> lead Parkin Architects"
70971,38970,"JV 'Olson Kundig / Arcadis IBI Group' -> lead Olson Kundig"
70975,69282,"JV 'Patkau Architects (design architect) / Architecture49 (architect of record)' -> lead Patkau Architects"
70976,69282,"JV 'Patkau Architects (design architect) / Architecture49 (prime consultant and architect of record)' -> lead Patkau Architects"
70989,38959,"JV 'ACDF Architecture (design architect) / IBI Group (architect of record)' -> lead ACDF Architecture"
71011,55108,"JV 'MA+HG Architects (Architect of Record) / EskewDumezRipple (Consulting Architect)' -> lead MA+HG Architects"
71017,68931,"JV 'DLR Group / Proscenium Architecture + Interiors Inc. (Associate Architect)' -> lead DLR Group"
71028,29895,"JV 'Henriquez Partners Architects / IBI Group Architects' -> lead Henriquez Partners Architects"
71029,69765,"JV 'KPMB Architects / Hughes Condon Marler Architects' -> lead KPMB Architects"
71037,68917,"JV 'Local Practice Architecture + Design / Principle Architecture' -> lead Local Practice Architecture + Design"
71047,69767,"JV 'Teeple Architects / IBI HB Architects' -> lead Teeple Architects"
71055,54237,"JV 'Cotter Architects / ZGF Architects' -> lead Cotter Architects"
71057,38960,"JV 'Acton Ostry Architects / Hermann Kaufmann Architekten' -> lead Acton Ostry Architects Inc."
71088,8799,"JV 'hcma architecture + design / KPMB Architects' -> lead hcma architecture + design"
71089,69767,"JV 'Teeple Architects / Proscenium Architecture + Interiors (JV)' -> lead Teeple Architects"
71091,69122,"JV 'Proscenium Architecture + Interiors / Teeple Architects (JV)' -> lead Proscenium Architecture + Interiors"
71092,55056,"JV 'Hariri Pontarini Architects (design architect) / Iredale Architecture (architect of record)' -> lead Hariri Pontarini Architects"
71111,8799,"JV 'HCMA Architecture + Design / Musson Cattell Mackey Partnership' -> lead hcma architecture + design"
71119,69646,"JV 'Francl Architecture (Templeton; Sea Island) / Perkins+Will (Lansdowne; Richmond-Brighouse; Aberdeen)' -> lead Francl Architecture"
71139,1,"JV 'GEC Architecture (Architect of Record & Base Building); Zeidler Architecture (Interior); ERA Architects (Heritage Conservation)' -> lead GEC Architecture"
71141,55056,"JV 'Hariri Pontarini Architects (Design Architect); DIALOG (Collaborating Architect)' -> lead Hariri Pontarini Architects"
71148,69282,"JV 'Group2 Architecture Interior Design (Architect of Record); Patkau Architects (Design Architect)' -> lead Patkau Architects"
71156,68762,"JV 'BR2 Architecture (lead); aodbt architecture + interior design (Indigenous design specialist)' -> lead BR2 Architecture Inc."
71160,68762,"JV 'BR2 Architecture; AODBT Architecture (joint venture — P3 Architecture Partnership under Concert-Bird Partners)' -> lead BR2 Architecture Inc."
71163,69164,"JV 'SHAPE Architecture (Prime Architect); Group2 Architecture Interior Design (Interior Design Consultant)' -> lead SHAPE Architecture"
71182,69768,"JV 'MJMA + Group2 Architecture Interior Design' -> lead MJMA"
71220,68762,"JV 'BR2 Architecture; AODBT Architecture (P3 Architecture Partnership under Concert-Bird Partners)' -> lead BR2 Architecture Inc."
